"Código","Unidade Territorial","UF","Referência","Taxa de Atualização Cadastral (TAC) para cálculo do Índice de Gestão Descentralizada do Município (IGD-M)"
"292560","PRESIDENTE DUTRA","BA","12/2020","83.19"
"292570","PRESIDENTE JÂNIO QUADROS","BA","12/2020","82.45"
"292575","PRESIDENTE TANCREDO NEVES","BA","12/2020","89.33"
"292580","QUEIMADAS","BA","12/2020","87.08"
"292590","QUIJINGUE","BA","12/2020","92.32"
"292593","QUIXABEIRA","BA","12/2020","80.89"
"292595","RAFAEL JAMBEIRO","BA","12/2020","79.81"
"292600","REMANSO","BA","12/2020","85.67"
"292610","RETIROLÂNDIA","BA","12/2020","80.30"
"292620","RIACHÃO DAS NEVES","BA","12/2020","86.81"
"292630","RIACHÃO DO JACUÍPE","BA","12/2020","82.78"
"292640","RIACHO DE SANTANA","BA","12/2020","85.33"
"292650","RIBEIRA DO AMPARO","BA","12/2020","77.54"
"292660","RIBEIRA DO POMBAL","BA","12/2020","87.60"
"292665","RIBEIRÃO DO LARGO","BA","12/2020","85.81"
"292670","RIO DE CONTAS","BA","12/2020","81.02"
"292680","RIO DO ANTÔNIO","BA","12/2020","81.01"
"292690","RIO DO PIRES","BA","12/2020","84.32"
"292700","RIO REAL","BA","12/2020","82.61"
"292710","RODELAS","BA","12/2020","89.43"
"292720","RUY BARBOSA","BA","12/2020","84.22"
"292730","SALINAS DA MARGARIDA","BA","12/2020","81.20"
"292740","SALVADOR","BA","12/2020","76.02"
"292750","SANTA BÁRBARA","BA","12/2020","81.97"
"292760","SANTA BRÍGIDA","BA","12/2020","87.69"
"292770","SANTA CRUZ CABRÁLIA","BA","12/2020","81.84"
"292780","SANTA CRUZ DA VITÓRIA","BA","12/2020","85.79"
"292790","SANTA INÊS","BA","12/2020","84.70"
"292800","SANTALUZ","BA","12/2020","84.58"
"292805","SANTA LUZIA","BA","12/2020","88.58"
"292810","SANTA MARIA DA VITÓRIA","BA","12/2020","84.90"
"292820","SANTANA","BA","12/2020","85.15"
"292830","SANTANÓPOLIS","BA","12/2020","82.76"
"292840","SANTA RITA DE CÁSSIA","BA","12/2020","88.58"
"292850","SANTA TEREZINHA","BA","12/2020","82.71"
"292860","SANTO AMARO","BA","12/2020","84.40"
"292870","SANTO ANTÔNIO DE JESUS","BA","12/2020","84.25"
"292880","SANTO ESTÊVÃO","BA","12/2020","83.56"
"292890","SÃO DESIDÉRIO","BA","12/2020","90.17"
"292895","SÃO DOMINGOS","BA","12/2020","78.87"
"292900","SÃO FÉLIX","BA","12/2020","84.28"
"292905","SÃO FÉLIX DO CORIBE","BA","12/2020","84.53"
"292910","SÃO FELIPE","BA","12/2020","82.36"
"292920","SÃO FRANCISCO DO CONDE","BA","12/2020","82.73"
"292925","SÃO GABRIEL","BA","12/2020","85.47"
"292930","SÃO GONÇALO DOS CAMPOS","BA","12/2020","85.11"
"292935","SÃO JOSÉ DA VITÓRIA","BA","12/2020","82.27"
"292937","SÃO JOSÉ DO JACUÍPE","BA","12/2020","82.51"
"292940","SÃO MIGUEL DAS MATAS","BA","12/2020","83.44"
"292950","SÃO SEBASTIÃO DO PASSÉ","BA","12/2020","79.22"
"292960","SAPEAÇU","BA","12/2020","84.87"
"292970","SÁTIRO DIAS","BA","12/2020","88.40"
"292975","SAUBARA","BA","12/2020","77.62"
"292980","SAÚDE","BA","12/2020","76.65"
"292990","SEABRA","BA","12/2020","90.06"
"293000","SEBASTIÃO LARANJEIRAS","BA","12/2020","83.28"
"293010","SENHOR DO BONFIM","BA","12/2020","85.15"
"293015","SERRA DO RAMALHO","BA","12/2020","90.98"
"293020","SENTO SÉ","BA","12/2020","91.70"
"293030","SERRA DOURADA","BA","12/2020","84.30"
"293040","SERRA PRETA","BA","12/2020","90.28"
"293050","SERRINHA","BA","12/2020","86.83"
"293060","SERROLÂNDIA","BA","12/2020","87.65"
"293070","SIMÕES FILHO","BA","12/2020","80.65"
"293075","SÍTIO DO MATO","BA","12/2020","88.35"
"293076","SÍTIO DO QUINTO","BA","12/2020","89.06"
"293077","SOBRADINHO","BA","12/2020","87.60"
"293080","SOUTO SOARES","BA","12/2020","71.51"
"293090","TABOCAS DO BREJO VELHO","BA","12/2020","92.92"
"293100","TANHAÇU","BA","12/2020","83.49"
"293105","TANQUE NOVO","BA","12/2020","85.37"
"293110","TANQUINHO","BA","12/2020","83.36"
"293120","TAPEROÁ","BA","12/2020","81.75"
"293130","TAPIRAMUTÁ","BA","12/2020","80.28"
"293135","TEIXEIRA DE FREITAS","BA","12/2020","82.08"
"293140","TEODORO SAMPAIO","BA","12/2020","86.28"
"293150","TEOFILÂNDIA","BA","12/2020","87.43"
"293160","TEOLÂNDIA","BA","12/2020","86.80"
"293170","TERRA NOVA","BA","12/2020","87.79"
"293180","TREMEDAL","BA","12/2020","77.82"
"293190","TUCANO","BA","12/2020","83.89"
"293200","UAUÁ","BA","12/2020","91.62"
"293210","UBAÍRA","BA","12/2020","89.41"
"293220","UBAITABA","BA","12/2020","85.60"
"293230","UBATÃ","BA","12/2020","86.64"
"293240","UIBAÍ","BA","12/2020","86.16"
"293245","UMBURANAS","BA","12/2020","74.84"
"293250","UNA","BA","12/2020","86.27"
"293260","URANDI","BA","12/2020","91.90"
"293270","URUÇUCA","BA","12/2020","80.67"
"293280","UTINGA","BA","12/2020","82.16"
"293290","VALENÇA","BA","12/2020","84.74"
"293300","VALENTE","BA","12/2020","76.52"
"293305","VÁRZEA DA ROÇA","BA","12/2020","82.98"
"293310","VÁRZEA DO POÇO","BA","12/2020","87.32"
"293315","VÁRZEA NOVA","BA","12/2020","77.82"
"293317","VARZEDO","BA","12/2020","75.93"
"293320","VERA CRUZ","BA","12/2020","87.59"
"293325","VEREDA","BA","12/2020","82.57"
"293330","VITÓRIA DA CONQUISTA","BA","12/2020","88.73"
"293340","WAGNER","BA","12/2020","82.90"
"293345","WANDERLEY","BA","12/2020","88.70"
"293350","WENCESLAU GUIMARÃES","BA","12/2020","78.24"
"293360","XIQUE-XIQUE","BA","12/2020","88.35"
"230010","ABAIARA","CE","12/2020","86.59"
"230015","ACARAPE","CE","12/2020","83.02"
"230020","ACARAÚ","CE","12/2020","79.32"
"230030","ACOPIARA","CE","12/2020","83.09"
"230040","AIUABA","CE","12/2020","92.55"
"230050","ALCÂNTARAS","CE","12/2020","83.36"
"230060","ALTANEIRA","CE","12/2020","89.23"
"230070","ALTO SANTO","CE","12/2020","81.58"
"230075","AMONTADA","CE","12/2020","79.52"
"230080","ANTONINA DO NORTE","CE","12/2020","87.63"
"230090","APUIARÉS","CE","12/2020","83.66"
"230100","AQUIRAZ","CE","12/2020","80.95"
"230110","ARACATI","CE","12/2020","87.88"
"230120","ARACOIABA","CE","12/2020","83.16"
"230125","ARARENDÁ","CE","12/2020","91.39"
"230130","ARARIPE","CE","12/2020","86.32"
"230140","ARATUBA","CE","12/2020","85.48"
"230150","ARNEIROZ","CE","12/2020","80.76"
"230160","ASSARÉ","CE","12/2020","83.51"
"230170","AURORA","CE","12/2020","85.17"
"230180","BAIXIO","CE","12/2020","84.62"
"230185","BANABUIÚ","CE","12/2020","80.74"
"230190","BARBALHA","CE","12/2020","82.29"
"230195","BARREIRA","CE","12/2020","87.12"
"230200","BARRO","CE","12/2020","82.24"
"230205","BARROQUINHA","CE","12/2020","82.83"
"230210","BATURITÉ","CE","12/2020","84.48"
"230220","BEBERIBE","CE","12/2020","83.33"
"230230","BELA CRUZ","CE","12/2020","86.95"
"230240","BOA VIAGEM","CE","12/2020","89.76"
"230250","BREJO SANTO","CE","12/2020","81.71"
"230260","CAMOCIM","CE","12/2020","85.41"
"230270","CAMPOS SALES","CE","12/2020","86.77"
"230280","CANINDÉ","CE","12/2020","86.27"
"230290","CAPISTRANO","CE","12/2020","85.02"
"230300","CARIDADE","CE","12/2020","80.75"
"230310","CARIRÉ","CE","12/2020","84.92"
"230320","CARIRIAÇU","CE","12/2020","83.67"
"230330","CARIÚS","CE","12/2020","84.75"
"230340","CARNAUBAL","CE","12/2020","86.79"
"230350","CASCAVEL","CE","12/2020","80.63"
"230360","CATARINA","CE","12/2020","82.10"
"230365","CATUNDA","CE","12/2020","85.44"
"230370","CAUCAIA","CE","12/2020","83.10"
"230380","CEDRO","CE","12/2020","88.56"
"230390","CHAVAL","CE","12/2020","86.67"
"230393","CHORÓ","CE","12/2020","87.37"
"230395","CHOROZINHO","CE","12/2020","83.11"
"230400","COREAÚ","CE","12/2020","83.98"
"230410","CRATEÚS","CE","12/2020","83.89"
"230420","CRATO","CE","12/2020","86.43"
"230423","CROATÁ","CE","12/2020","85.30"
"230425","CRUZ","CE","12/2020","82.67"
"230426","DEPUTADO IRAPUAN PINHEIRO","CE","12/2020","93.23"
"230427","ERERÊ","CE","12/2020","85.44"
"230428","EUSÉBIO","CE","12/2020","81.88"
"230430","FARIAS BRITO","CE","12/2020","90.16"
"230435","FORQUILHA","CE","12/2020","85.21"
"230440","FORTALEZA","CE","12/2020","81.91"
"230445","FORTIM","CE","12/2020","81.34"
"230450","FRECHEIRINHA","CE","12/2020","86.01"
"230460","GENERAL SAMPAIO","CE","12/2020","82.98"
"230465","GRAÇA","CE","12/2020","89.70"
"230470","GRANJA","CE","12/2020","88.61"
"230480","GRANJEIRO","CE","12/2020","84.40"
"230490","GROAÍRAS","CE","12/2020","86.49"
"230495","GUAIÚBA","CE","12/2020","90.60"
"230500","GUARACIABA DO NORTE","CE","12/2020","81.19"
"230510","GUARAMIRANGA","CE","12/2020","82.13"
"230520","HIDROLÂNDIA","CE","12/2020","82.18"
"230523","HORIZONTE","CE","12/2020","84.67"
"230526","IBARETAMA","CE","12/2020","85.52"
"230530","IBIAPINA","CE","12/2020","87.19"
"230533","IBICUITINGA","CE","12/2020","90.72"
"230535","ICAPUÍ","CE","12/2020","84.26"
"230540","ICÓ","CE","12/2020","86.09"
"230550","IGUATU","CE","12/2020","83.37"
"230560","INDEPENDÊNCIA","CE","12/2020","94.57"
"230565","IPAPORANGA","CE","12/2020","83.74"
"230570","IPAUMIRIM","CE","12/2020","79.73"
"230580","IPU","CE","12/2020","83.51"
"230590","IPUEIRAS","CE","12/2020","88.91"
"230600","IRACEMA","CE","12/2020","87.33"
"230610","IRAUÇUBA","CE","12/2020","80.28"
"230620","ITAIÇABA","CE","12/2020","79.54"
"230625","ITAITINGA","CE","12/2020","77.61"
"230630","ITAPAJÉ","CE","12/2020","86.18"
"230640","ITAPIPOCA","CE","12/2020","85.41"
"230650","ITAPIÚNA","CE","12/2020","93.46"
"230655","ITAREMA","CE","12/2020","80.84"
"230660","ITATIRA","CE","12/2020","84.85"
"230670","JAGUARETAMA","CE","12/2020","91.10"
"230680","JAGUARIBARA","CE","12/2020","83.01"
"230690","JAGUARIBE","CE","12/2020","93.47"
"230700","JAGUARUANA","CE","12/2020","87.58"
"230710","JARDIM","CE","12/2020","82.66"
"230720","JATI","CE","12/2020","89.67"
"230725","JIJOCA DE JERICOACOARA","CE","12/2020","79.18"
"230730","JUAZEIRO DO NORTE","CE","12/2020","80.81"
"230740","JUCÁS","CE","12/2020","89.61"
"230750","LAVRAS DA MANGABEIRA","CE","12/2020","84.47"
"230760","LIMOEIRO DO NORTE","CE","12/2020","87.14"
"230763","MADALENA","CE","12/2020","88.62"
"230765","MARACANAÚ","CE","12/2020","80.55"
"230770","MARANGUAPE","CE","12/2020","82.25"
"230780","MARCO","CE","12/2020","87.52"
"230790","MARTINÓPOLE","CE","12/2020","88.65"
"230800","MASSAPÊ","CE","12/2020","86.14"
"230810","MAURITI","CE","12/2020","80.43"
"230820","MERUOCA","CE","12/2020","90.92"
"230830","MILAGRES","CE","12/2020","87.29"
"230835","MILHÃ","CE","12/2020","87.98"
"230837","MIRAÍMA","CE","12/2020","86.78"
"230840","MISSÃO VELHA","CE","12/2020","81.51"
"230850","MOMBAÇA","CE","12/2020","84.80"
"230860","MONSENHOR TABOSA","CE","12/2020","85.37"
"230870","MORADA NOVA","CE","12/2020","82.19"
"230880","MORAÚJO","CE","12/2020","84.34"
"230890","MORRINHOS","CE","12/2020","84.26"
"230900","MUCAMBO","CE","12/2020","84.71"
"230910","MULUNGU","CE","12/2020","85.56"
"230920","NOVA OLINDA","CE","12/2020","88.48"
"230930","NOVA RUSSAS","CE","12/2020","80.52"
"230940","NOVO ORIENTE","CE","12/2020","87.61"
"230945","OCARA","CE","12/2020","82.45"
"230950","ORÓS","CE","12/2020","86.88"
"230960","PACAJUS","CE","12/2020","85.89"
"230970","PACATUBA","CE","12/2020","81.21"
"230980","PACOTI","CE","12/2020","83.31"
"230990","PACUJÁ","CE","12/2020","83.33"
"231000","PALHANO","CE","12/2020","71.85"
"231010","PALMÁCIA","CE","12/2020","92.75"
"231020","PARACURU","CE","12/2020","77.13"
"231025","PARAIPABA","CE","12/2020","80.08"
"231030","PARAMBU","CE","12/2020","83.70"
"231040","PARAMOTI","CE","12/2020","86.55"
"231050","PEDRA BRANCA","CE","12/2020","86.06"
"231060","PENAFORTE","CE","12/2020","83.65"
"231070","PENTECOSTE","CE","12/2020","84.57"
"231080","PEREIRO","CE","12/2020","81.87"
"231085","PINDORETAMA","CE","12/2020","83.06"
"231090","PIQUET CARNEIRO","CE","12/2020","92.69"
"231095","PIRES FERREIRA","CE","12/2020","91.84"
"231100","PORANGA","CE","12/2020","95.03"
"231110","PORTEIRAS","CE","12/2020","86.69"
"231120","POTENGI","CE","12/2020","78.87"
"231123","POTIRETAMA","CE","12/2020","87.24"
"231126","QUITERIANÓPOLIS","CE","12/2020","82.89"
"231130","QUIXADÁ","CE","12/2020","88.48"
"231135","QUIXELÔ","CE","12/2020","91.57"
"231140","QUIXERAMOBIM","CE","12/2020","85.90"
"231150","QUIXERÉ","CE","12/2020","88.25"
"231160","REDENÇÃO","CE","12/2020","90.08"
"231170","RERIUTABA","CE","12/2020","84.86"
"231180","RUSSAS","CE","12/2020","83.47"
"231190","SABOEIRO","CE","12/2020","85.21"
"231195","SALITRE","CE","12/2020","90.95"
"231200","SANTANA DO ACARAÚ","CE","12/2020","84.33"
"231210","SANTANA DO CARIRI","CE","12/2020","91.27"
"231220","SANTA QUITÉRIA","CE","12/2020","86.20"
"231230","SÃO BENEDITO","CE","12/2020","82.82"
"231240","SÃO GONÇALO DO AMARANTE","CE","12/2020","82.39"
"231250","SÃO JOÃO DO JAGUARIBE","CE","12/2020","93.93"
"231260","SÃO LUÍS DO CURU","CE","12/2020","80.20"
"231270","SENADOR POMPEU","CE","12/2020","84.89"
"231280","SENADOR SÁ","CE","12/2020","81.12"
"231290","SOBRAL","CE","12/2020","84.74"
"231300","SOLONÓPOLE","CE","12/2020","84.19"
"231310","TABULEIRO DO NORTE","CE","12/2020","87.03"
"231320","TAMBORIL","CE","12/2020","92.88"
"231325","TARRAFAS","CE","12/2020","88.45"
"231330","TAUÁ","CE","12/2020","80.84"
"231335","TEJUÇUOCA","CE","12/2020","87.11"
"231340","TIANGUÁ","CE","12/2020","81.43"
"231350","TRAIRI","CE","12/2020","85.88"
"231355","TURURU","CE","12/2020","81.08"
"231360","UBAJARA","CE","12/2020","80.24"
"231370","UMARI","CE","12/2020","83.83"
"231375","UMIRIM","CE","12/2020","83.65"
"231380","URUBURETAMA","CE","12/2020","91.11"
"231390","URUOCA","CE","12/2020","85.25"
"231395","VARJOTA","CE","12/2020","86.77"
"231400","VÁRZEA ALEGRE","CE","12/2020","86.02"
"231410","VIÇOSA DO CEARÁ","CE","12/2020","82.82"
"530010","BRASÍLIA","DF","12/2020","76.17"
"320010","AFONSO CLÁUDIO","ES","12/2020","77.79"
"320013","ÁGUIA BRANCA","ES","12/2020","84.40"
"320016","ÁGUA DOCE DO NORTE","ES","12/2020","84.29"
"320020","ALEGRE","ES","12/2020","78.39"
"320030","ALFREDO CHAVES","ES","12/2020","91.06"
"320035","ALTO RIO NOVO","ES","12/2020","87.39"
"320040","ANCHIETA","ES","12/2020","87.56"
"320050","APIACÁ","ES","12/2020","81.51"
"320060","ARACRUZ","ES","12/2020","90.70"
"320070","ATÍLIO VIVACQUA","ES","12/2020","84.46"
"320080","BAIXO GUANDU","ES","12/2020","86.27"
"320090","BARRA DE SÃO FRANCISCO","ES","12/2020","87.35"
"320100","BOA ESPERANÇA","ES","12/2020","86.61"
"320110","BOM JESUS DO NORTE","ES","12/2020","88.91"
"320115","BREJETUBA","ES","12/2020","78.85"
"320120","CACHOEIRO DE ITAPEMIRIM","ES","12/2020","88.26"
"320130","CARIACICA","ES","12/2020","86.82"
"320140","CASTELO","ES","12/2020","82.03"
"320150","COLATINA","ES","12/2020","83.77"
"320160","CONCEIÇÃO DA BARRA","ES","12/2020","87.40"
"320170","CONCEIÇÃO DO CASTELO","ES","12/2020","83.47"
"320180","DIVINO DE SÃO LOURENÇO","ES","12/2020","81.75"
"320190","DOMINGOS MARTINS","ES","12/2020","76.21"
"320200","DORES DO RIO PRETO","ES","12/2020","83.18"
"320210","ECOPORANGA","ES","12/2020","80.57"
"320220","FUNDÃO","ES","12/2020","78.87"
"320225","GOVERNADOR LINDENBERG","ES","12/2020","75.37"
"320230","GUAÇUÍ","ES","12/2020","86.37"
"320240","GUARAPARI","ES","12/2020","81.55"
"320245","IBATIBA","ES","12/2020","73.93"
"320250","IBIRAÇU","ES","12/2020","84.74"
"320255","IBITIRAMA","ES","12/2020","85.31"
"320260","ICONHA","ES","12/2020","85.48"
"320265","IRUPI","ES","12/2020","80.75"
"320270","ITAGUAÇU","ES","12/2020","80.60"
"320280","ITAPEMIRIM","ES","12/2020","87.83"
"320290","ITARANA","ES","12/2020","86.42"
"320300","IÚNA","ES","12/2020","73.70"
"320305","JAGUARÉ","ES","12/2020","86.42"
"320310","JERÔNIMO MONTEIRO","ES","12/2020","91.99"
"320313","JOÃO NEIVA","ES","12/2020","87.85"
"320316","LARANJA DA TERRA","ES","12/2020","76.13"
"320320","LINHARES","ES","12/2020","82.55"
"320330","MANTENÓPOLIS","ES","12/2020","82.68"
"320332","MARATAÍZES","ES","12/2020","83.92"
"320334","MARECHAL FLORIANO","ES","12/2020","76.39"
"320335","MARILÂNDIA","ES","12/2020","75.62"
"320340","MIMOSO DO SUL","ES","12/2020","77.69"
"320350","MONTANHA","ES","12/2020","90.36"
"320360","MUCURICI","ES","12/2020","85.89"
"320370","MUNIZ FREIRE","ES","12/2020","77.42"
"320380","MUQUI","ES","12/2020","89.54"
"320390","NOVA VENÉCIA","ES","12/2020","80.70"
"320400","PANCAS","ES","12/2020","78.26"
"320405","PEDRO CANÁRIO","ES","12/2020","80.07"
"320410","PINHEIROS","ES","12/2020","84.85"
"320420","PIÚMA","ES","12/2020","83.43"
"320425","PONTO BELO","ES","12/2020","85.45"
"320430","PRESIDENTE KENNEDY","ES","12/2020","88.85"
"320435","RIO BANANAL","ES","12/2020","72.24"
"320440","RIO NOVO DO SUL","ES","12/2020","84.02"
"320450","SANTA LEOPOLDINA","ES","12/2020","78.86"
"320455","SANTA MARIA DE JETIBÁ","ES","12/2020","84.47"
"320460","SANTA TERESA","ES","12/2020","77.03"
"320465","SÃO DOMINGOS DO NORTE","ES","12/2020","79.23"
"320470","SÃO GABRIEL DA PALHA","ES","12/2020","82.42"
"320480","SÃO JOSÉ DO CALÇADO","ES","12/2020","80.55"
"320490","SÃO MATEUS","ES","12/2020","89.29"
"320495","SÃO ROQUE DO CANAÃ","ES","12/2020","83.99"
"320500","SERRA","ES","12/2020","83.35"
"320501","SOORETAMA","ES","12/2020","76.43"
"320503","VARGEM ALTA","ES","12/2020","81.45"
"320506","VENDA NOVA DO IMIGRANTE","ES","12/2020","82.88"
"320510","VIANA","ES","12/2020","85.55"
"320515","VILA PAVÃO","ES","12/2020","84.90"
"320517","VILA VALÉRIO","ES","12/2020","79.34"
"320520","VILA VELHA","ES","12/2020","84.70"
"320530","VITÓRIA","ES","12/2020","83.96"
"520005","ABADIA DE GOIÁS","GO","12/2020","90.48"
"520010","ABADIÂNIA","GO","12/2020","82.12"
"520013","ACREÚNA","GO","12/2020","86.70"
"520015","ADELÂNDIA","GO","12/2020","70.71"
"520017","ÁGUA FRIA DE GOIÁS","GO","12/2020","82.41"
"520020","ÁGUA LIMPA","GO","12/2020","77.89"
"520025","ÁGUAS LINDAS DE GOIÁS","GO","12/2020","83.01"
"520030","ALEXÂNIA","GO","12/2020","84.57"
"520050","ALOÂNDIA","GO","12/2020","75.00"
"520055","ALTO HORIZONTE","GO","12/2020","91.15"
"520060","ALTO PARAÍSO DE GOIÁS","GO","12/2020","75.02"
"520080","ALVORADA DO NORTE","GO","12/2020","75.12"
"520082","AMARALINA","GO","12/2020","91.81"
"520085","AMERICANO DO BRASIL","GO","12/2020","86.56"
"520090","AMORINÓPOLIS","GO","12/2020","80.80"
"520110","ANÁPOLIS","GO","12/2020","77.03"
"520120","ANHANGUERA","GO","12/2020","85.58"
"520130","ANICUNS","GO","12/2020","88.78"
"520140","APARECIDA DE GOIÂNIA","GO","12/2020","76.49"
"520145","APARECIDA DO RIO DOCE","GO","12/2020","82.81"
"520150","APORÉ","GO","12/2020","76.90"
"520160","ARAÇU","GO","12/2020","76.52"
"520170","ARAGARÇAS","GO","12/2020","76.86"
"520180","ARAGOIÂNIA","GO","12/2020","84.18"
"520215","ARAGUAPAZ","GO","12/2020","85.11"
"520235","ARENÓPOLIS","GO","12/2020","71.84"
"520250","ARUANÃ","GO","12/2020","70.85"
"520260","AURILÂNDIA","GO","12/2020","82.47"
"520280","AVELINÓPOLIS","GO","12/2020","77.84"
"520310","BALIZA","GO","12/2020","61.81"
"520320","BARRO ALTO","GO","12/2020","79.74"
"520330","BELA VISTA DE GOIÁS","GO","12/2020","89.11"
"520340","BOM JARDIM DE GOIÁS","GO","12/2020","84.09"
"520350","BOM JESUS DE GOIÁS","GO","12/2020","80.79"
"520355","BONFINÓPOLIS","GO","12/2020","76.54"
"520357","BONÓPOLIS","GO","12/2020","71.18"
"520360","BRAZABRANTES","GO","12/2020","78.55"
"520380","BRITÂNIA","GO","12/2020","87.86"
"520390","BURITI ALEGRE","GO","12/2020","73.59"
"520393","BURITI DE GOIÁS","GO","12/2020","71.80"
"520396","BURITINÓPOLIS","GO","12/2020","78.52"
"520400","CABECEIRAS","GO","12/2020","84.44"
"520410","CACHOEIRA ALTA","GO","12/2020","83.04"
"520420","CACHOEIRA DE GOIÁS","GO","12/2020","82.48"
"520425","CACHOEIRA DOURADA","GO","12/2020","69.52"
"520430","CAÇU","GO","12/2020","82.94"
"520440","CAIAPÔNIA","GO","12/2020","73.40"
"520450","CALDAS NOVAS","GO","12/2020","88.30"
"520455","CALDAZINHA","GO","12/2020","83.57"
"520460","CAMPESTRE DE GOIÁS","GO","12/2020","85.32"
"520465","CAMPINAÇU","GO","12/2020","52.86"
"520470","CAMPINORTE","GO","12/2020","87.02"
"520480","CAMPO ALEGRE DE GOIÁS","GO","12/2020","81.42"
"520485","CAMPO LIMPO DE GOIÁS","GO","12/2020","89.44"
"520490","CAMPOS BELOS","GO","12/2020","83.93"
"520495","CAMPOS VERDES","GO","12/2020","89.41"
"520500","CARMO DO RIO VERDE","GO","12/2020","67.97"
"520505","CASTELÂNDIA","GO","12/2020","76.42"
"520510","CATALÃO","GO","12/2020","73.97"
"520520","CATURAÍ","GO","12/2020","87.80"
"520530","CAVALCANTE","GO","12/2020","80.66"
"520540","CERES","GO","12/2020","82.01"
"520545","CEZARINA","GO","12/2020","78.93"
"520547","CHAPADÃO DO CÉU","GO","12/2020","78.83"
"520549","CIDADE OCIDENTAL","GO","12/2020","89.70"
"520551","COCALZINHO DE GOIÁS","GO","12/2020","85.95"
"520552","COLINAS DO SUL","GO","12/2020","83.18"
"520570","CÓRREGO DO OURO","GO","12/2020","74.93"
"520580","CORUMBÁ DE GOIÁS","GO","12/2020","88.92"
"520590","CORUMBAÍBA","GO","12/2020","76.19"
"520620","CRISTALINA","GO","12/2020","85.27"
"520630","CRISTIANÓPOLIS","GO","12/2020","67.26"
"520640","CRIXÁS","GO","12/2020","80.76"
"520650","CROMÍNIA","GO","12/2020","79.96"
"520660","CUMARI","GO","12/2020","79.62"
"520670","DAMIANÓPOLIS","GO","12/2020","77.08"
"520680","DAMOLÂNDIA","GO","12/2020","73.12"
"520690","DAVINÓPOLIS","GO","12/2020","70.56"
"520710","DIORAMA","GO","12/2020","75.00"
"520725","DOVERLÂNDIA","GO","12/2020","70.47"
"520735","EDEALINA","GO","12/2020","68.21"
"520740","EDÉIA","GO","12/2020","88.72"
"520750","ESTRELA DO NORTE","GO","12/2020","81.16"
"520753","FAINA","GO","12/2020","72.59"
"520760","FAZENDA NOVA","GO","12/2020","80.38"
"520780","FIRMINÓPOLIS","GO","12/2020","74.68"
"520790","FLORES DE GOIÁS","GO","12/2020","81.62"
"520800","FORMOSA","GO","12/2020","86.98"
"520810","FORMOSO","GO","12/2020","76.77"
"520815","GAMELEIRA DE GOIÁS","GO","12/2020","72.55"
"520830","DIVINÓPOLIS DE GOIÁS","GO","12/2020","83.60"
"520840","GOIANÁPOLIS","GO","12/2020","82.45"
