"Código","Unidade Territorial","UF","Referência","Famílias beneficiárias do Programa Bolsa Família"
"292593","QUIXABEIRA","BA","10/2019","1827"
"292595","RAFAEL JAMBEIRO","BA","10/2019","3742"
"292600","REMANSO","BA","10/2019","7069"
"292610","RETIROLÂNDIA","BA","10/2019","2494"
"292620","RIACHÃO DAS NEVES","BA","10/2019","4610"
"292630","RIACHÃO DO JACUÍPE","BA","10/2019","4769"
"292640","RIACHO DE SANTANA","BA","10/2019","4927"
"292650","RIBEIRA DO AMPARO","BA","10/2019","3454"
"292660","RIBEIRA DO POMBAL","BA","10/2019","7285"
"292665","RIBEIRÃO DO LARGO","BA","10/2019","1556"
"292670","RIO DE CONTAS","BA","10/2019","1808"
"292680","RIO DO ANTÔNIO","BA","10/2019","2225"
"292690","RIO DO PIRES","BA","10/2019","1184"
"292700","RIO REAL","BA","10/2019","5796"
"292710","RODELAS","BA","10/2019","1968"
"292720","RUY BARBOSA","BA","10/2019","5747"
"292730","SALINAS DA MARGARIDA","BA","10/2019","3408"
"292740","SALVADOR","BA","10/2019","163445"
"292750","SANTA BÁRBARA","BA","10/2019","4006"
"292760","SANTA BRÍGIDA","BA","10/2019","2415"
"292770","SANTA CRUZ CABRÁLIA","BA","10/2019","2973"
"292780","SANTA CRUZ DA VITÓRIA","BA","10/2019","1097"
"292790","SANTA INÊS","BA","10/2019","2604"
"292800","SANTALUZ","BA","10/2019","7526"
"292805","SANTA LUZIA","BA","10/2019","1973"
"292810","SANTA MARIA DA VITÓRIA","BA","10/2019","5751"
"292820","SANTANA","BA","10/2019","3811"
"292830","SANTANÓPOLIS","BA","10/2019","2077"
"292840","SANTA RITA DE CÁSSIA","BA","10/2019","5993"
"292850","SANTA TEREZINHA","BA","10/2019","1474"
"292860","SANTO AMARO","BA","10/2019","11802"
"292870","SANTO ANTÔNIO DE JESUS","BA","10/2019","9297"
"292880","SANTO ESTÊVÃO","BA","10/2019","6786"
"292890","SÃO DESIDÉRIO","BA","10/2019","4767"
"292895","SÃO DOMINGOS","BA","10/2019","1668"
"292900","SÃO FÉLIX","BA","10/2019","1749"
"292905","SÃO FÉLIX DO CORIBE","BA","10/2019","2258"
"292910","SÃO FELIPE","BA","10/2019","3160"
"292920","SÃO FRANCISCO DO CONDE","BA","10/2019","7056"
"292925","SÃO GABRIEL","BA","10/2019","3393"
"292930","SÃO GONÇALO DOS CAMPOS","BA","10/2019","3347"
"292935","SÃO JOSÉ DA VITÓRIA","BA","10/2019","1398"
"292937","SÃO JOSÉ DO JACUÍPE","BA","10/2019","2146"
"292940","SÃO MIGUEL DAS MATAS","BA","10/2019","1614"
"292950","SÃO SEBASTIÃO DO PASSÉ","BA","10/2019","5904"
"292960","SAPEAÇU","BA","10/2019","3245"
"292970","SÁTIRO DIAS","BA","10/2019","2678"
"292975","SAUBARA","BA","10/2019","3309"
"292980","SAÚDE","BA","10/2019","2071"
"292990","SEABRA","BA","10/2019","7141"
"293000","SEBASTIÃO LARANJEIRAS","BA","10/2019","1593"
"293010","SENHOR DO BONFIM","BA","10/2019","9621"
"293015","SERRA DO RAMALHO","BA","10/2019","4205"
"293020","SENTO SÉ","BA","10/2019","7448"
"293030","SERRA DOURADA","BA","10/2019","2648"
"293040","SERRA PRETA","BA","10/2019","2729"
"293050","SERRINHA","BA","10/2019","13665"
"293060","SERROLÂNDIA","BA","10/2019","2018"
"293070","SIMÕES FILHO","BA","10/2019","13829"
"293075","SÍTIO DO MATO","BA","10/2019","2407"
"293076","SÍTIO DO QUINTO","BA","10/2019","2639"
"293077","SOBRADINHO","BA","10/2019","3158"
"293080","SOUTO SOARES","BA","10/2019","3187"
"293090","TABOCAS DO BREJO VELHO","BA","10/2019","1628"
"293100","TANHAÇU","BA","10/2019","3407"
"293105","TANQUE NOVO","BA","10/2019","2300"
"293110","TANQUINHO","BA","10/2019","1577"
"293120","TAPEROÁ","BA","10/2019","3094"
"293130","TAPIRAMUTÁ","BA","10/2019","2688"
"293135","TEIXEIRA DE FREITAS","BA","10/2019","10812"
"293140","TEODORO SAMPAIO","BA","10/2019","1576"
"293150","TEOFILÂNDIA","BA","10/2019","3041"
"293160","TEOLÂNDIA","BA","10/2019","2641"
"293170","TERRA NOVA","BA","10/2019","3227"
"293180","TREMEDAL","BA","10/2019","2751"
"293190","TUCANO","BA","10/2019","10273"
"293200","UAUÁ","BA","10/2019","5154"
"293210","UBAÍRA","BA","10/2019","3381"
"293220","UBAITABA","BA","10/2019","1904"
"293230","UBATÃ","BA","10/2019","1930"
"293240","UIBAÍ","BA","10/2019","2654"
"293245","UMBURANAS","BA","10/2019","2765"
"293250","UNA","BA","10/2019","3531"
"293260","URANDI","BA","10/2019","2420"
"293270","URUÇUCA","BA","10/2019","4119"
"293280","UTINGA","BA","10/2019","2946"
"293290","VALENÇA","BA","10/2019","8151"
"293300","VALENTE","BA","10/2019","3497"
"293305","VÁRZEA DA ROÇA","BA","10/2019","2776"
"293310","VÁRZEA DO POÇO","BA","10/2019","1307"
"293315","VÁRZEA NOVA","BA","10/2019","2565"
"293317","VARZEDO","BA","10/2019","1669"
"293320","VERA CRUZ","BA","10/2019","8326"
"293325","VEREDA","BA","10/2019","909"
"293330","VITÓRIA DA CONQUISTA","BA","10/2019","20037"
"293340","WAGNER","BA","10/2019","1282"
"293345","WANDERLEY","BA","10/2019","1919"
"293350","WENCESLAU GUIMARÃES","BA","10/2019","4963"
"293360","XIQUE-XIQUE","BA","10/2019","10340"
"230010","ABAIARA","CE","10/2019","1803"
"230015","ACARAPE","CE","10/2019","1828"
"230020","ACARAÚ","CE","10/2019","9878"
"230030","ACOPIARA","CE","10/2019","8789"
"230040","AIUABA","CE","10/2019","2921"
"230050","ALCÂNTARAS","CE","10/2019","997"
"230060","ALTANEIRA","CE","10/2019","1410"
"230070","ALTO SANTO","CE","10/2019","1969"
"230075","AMONTADA","CE","10/2019","6652"
"230080","ANTONINA DO NORTE","CE","10/2019","1937"
"230090","APUIARÉS","CE","10/2019","2681"
"230100","AQUIRAZ","CE","10/2019","10399"
"230110","ARACATI","CE","10/2019","6280"
"230120","ARACOIABA","CE","10/2019","4388"
"230125","ARARENDÁ","CE","10/2019","1853"
"230130","ARARIPE","CE","10/2019","3093"
"230140","ARATUBA","CE","10/2019","2104"
"230150","ARNEIROZ","CE","10/2019","821"
"230160","ASSARÉ","CE","10/2019","4310"
"230170","AURORA","CE","10/2019","3667"
"230180","BAIXIO","CE","10/2019","1067"
"230185","BANABUIÚ","CE","10/2019","2625"
"230190","BARBALHA","CE","10/2019","6674"
"230195","BARREIRA","CE","10/2019","3691"
"230200","BARRO","CE","10/2019","3070"
"230205","BARROQUINHA","CE","10/2019","2584"
"230210","BATURITÉ","CE","10/2019","6433"
"230220","BEBERIBE","CE","10/2019","9216"
"230230","BELA CRUZ","CE","10/2019","4585"
"230240","BOA VIAGEM","CE","10/2019","8771"
"230250","BREJO SANTO","CE","10/2019","6184"
"230260","CAMOCIM","CE","10/2019","7456"
"230270","CAMPOS SALES","CE","10/2019","3821"
"230280","CANINDÉ","CE","10/2019","12593"
"230290","CAPISTRANO","CE","10/2019","2970"
"230300","CARIDADE","CE","10/2019","3552"
"230310","CARIRÉ","CE","10/2019","2714"
"230320","CARIRIAÇU","CE","10/2019","4852"
"230330","CARIÚS","CE","10/2019","2684"
"230340","CARNAUBAL","CE","10/2019","2047"
"230350","CASCAVEL","CE","10/2019","9945"
"230360","CATARINA","CE","10/2019","1489"
"230365","CATUNDA","CE","10/2019","2071"
"230370","CAUCAIA","CE","10/2019","28649"
"230380","CEDRO","CE","10/2019","3620"
"230390","CHAVAL","CE","10/2019","2137"
"230393","CHORÓ","CE","10/2019","1886"
"230395","CHOROZINHO","CE","10/2019","3301"
"230400","COREAÚ","CE","10/2019","3754"
"230410","CRATEÚS","CE","10/2019","7809"
"230420","CRATO","CE","10/2019","13660"
"230423","CROATÁ","CE","10/2019","3113"
"230425","CRUZ","CE","10/2019","3646"
"230426","DEPUTADO IRAPUAN PINHEIRO","CE","10/2019","1443"
"230427","ERERÊ","CE","10/2019","860"
"230428","EUSÉBIO","CE","10/2019","4895"
"230430","FARIAS BRITO","CE","10/2019","2808"
"230435","FORQUILHA","CE","10/2019","3039"
"230440","FORTALEZA","CE","10/2019","202815"
"230445","FORTIM","CE","10/2019","2283"
"230450","FRECHEIRINHA","CE","10/2019","2178"
"230460","GENERAL SAMPAIO","CE","10/2019","1466"
"230465","GRAÇA","CE","10/2019","2413"
"230470","GRANJA","CE","10/2019","7356"
"230480","GRANJEIRO","CE","10/2019","853"
"230490","GROAÍRAS","CE","10/2019","1302"
"230495","GUAIÚBA","CE","10/2019","3422"
"230500","GUARACIABA DO NORTE","CE","10/2019","6404"
"230510","GUARAMIRANGA","CE","10/2019","677"
"230520","HIDROLÂNDIA","CE","10/2019","2723"
"230523","HORIZONTE","CE","10/2019","4938"
"230526","IBARETAMA","CE","10/2019","2297"
"230530","IBIAPINA","CE","10/2019","3301"
"230533","IBICUITINGA","CE","10/2019","2752"
"230535","ICAPUÍ","CE","10/2019","3021"
"230540","ICÓ","CE","10/2019","10835"
"230550","IGUATU","CE","10/2019","10199"
"230560","INDEPENDÊNCIA","CE","10/2019","5068"
"230565","IPAPORANGA","CE","10/2019","1840"
"230570","IPAUMIRIM","CE","10/2019","2391"
"230580","IPU","CE","10/2019","7093"
"230590","IPUEIRAS","CE","10/2019","5275"
"230600","IRACEMA","CE","10/2019","1864"
"230610","IRAUÇUBA","CE","10/2019","4489"
"230620","ITAIÇABA","CE","10/2019","975"
"230625","ITAITINGA","CE","10/2019","3240"
"230630","ITAPAJÉ","CE","10/2019","5572"
"230640","ITAPIPOCA","CE","10/2019","19129"
"230650","ITAPIÚNA","CE","10/2019","3398"
"230655","ITAREMA","CE","10/2019","7053"
"230660","ITATIRA","CE","10/2019","3843"
"230670","JAGUARETAMA","CE","10/2019","3407"
"230680","JAGUARIBARA","CE","10/2019","1556"
"230690","JAGUARIBE","CE","10/2019","3954"
"230700","JAGUARUANA","CE","10/2019","5754"
"230710","JARDIM","CE","10/2019","4199"
"230720","JATI","CE","10/2019","1015"
"230725","JIJOCA DE JERICOACOARA","CE","10/2019","1999"
"230730","JUAZEIRO DO NORTE","CE","10/2019","20417"
"230740","JUCÁS","CE","10/2019","3858"
"230750","LAVRAS DA MANGABEIRA","CE","10/2019","5106"
"230760","LIMOEIRO DO NORTE","CE","10/2019","6816"
"230763","MADALENA","CE","10/2019","3014"
"230765","MARACANAÚ","CE","10/2019","17356"
"230770","MARANGUAPE","CE","10/2019","14094"
"230780","MARCO","CE","10/2019","3714"
"230790","MARTINÓPOLE","CE","10/2019","1987"
"230800","MASSAPÊ","CE","10/2019","4174"
"230810","MAURITI","CE","10/2019","7604"
"230820","MERUOCA","CE","10/2019","1745"
"230830","MILAGRES","CE","10/2019","5001"
"230835","MILHÃ","CE","10/2019","2503"
"230837","MIRAÍMA","CE","10/2019","2049"
"230840","MISSÃO VELHA","CE","10/2019","5544"
"230850","MOMBAÇA","CE","10/2019","5683"
"230860","MONSENHOR TABOSA","CE","10/2019","3412"
"230870","MORADA NOVA","CE","10/2019","10788"
"230880","MORAÚJO","CE","10/2019","1423"
"230890","MORRINHOS","CE","10/2019","3011"
"230900","MUCAMBO","CE","10/2019","1647"
"230910","MULUNGU","CE","10/2019","1869"
"230920","NOVA OLINDA","CE","10/2019","2773"
"230930","NOVA RUSSAS","CE","10/2019","3682"
"230940","NOVO ORIENTE","CE","10/2019","5354"
"230945","OCARA","CE","10/2019","3962"
"230950","ORÓS","CE","10/2019","4630"
"230960","PACAJUS","CE","10/2019","6839"
"230970","PACATUBA","CE","10/2019","6460"
"230980","PACOTI","CE","10/2019","1562"
"230990","PACUJÁ","CE","10/2019","928"
"231000","PALHANO","CE","10/2019","1402"
"231010","PALMÁCIA","CE","10/2019","2168"
"231020","PARACURU","CE","10/2019","4688"
"231025","PARAIPABA","CE","10/2019","4610"
"231030","PARAMBU","CE","10/2019","3538"
"231040","PARAMOTI","CE","10/2019","1983"
"231050","PEDRA BRANCA","CE","10/2019","6797"
"231060","PENAFORTE","CE","10/2019","1836"
"231070","PENTECOSTE","CE","10/2019","4442"
"231080","PEREIRO","CE","10/2019","2422"
"231085","PINDORETAMA","CE","10/2019","3769"
"231090","PIQUET CARNEIRO","CE","10/2019","2256"
"231095","PIRES FERREIRA","CE","10/2019","1187"
"231100","PORANGA","CE","10/2019","1840"
"231110","PORTEIRAS","CE","10/2019","2323"
"231120","POTENGI","CE","10/2019","1264"
"231123","POTIRETAMA","CE","10/2019","1094"
"231126","QUITERIANÓPOLIS","CE","10/2019","3107"
"231130","QUIXADÁ","CE","10/2019","12222"
"231135","QUIXELÔ","CE","10/2019","2429"
"231140","QUIXERAMOBIM","CE","10/2019","8926"
"231150","QUIXERÉ","CE","10/2019","2178"
"231160","REDENÇÃO","CE","10/2019","3394"
"231170","RERIUTABA","CE","10/2019","2440"
"231180","RUSSAS","CE","10/2019","6062"
"231190","SABOEIRO","CE","10/2019","2312"
"231195","SALITRE","CE","10/2019","2874"
"231200","SANTANA DO ACARAÚ","CE","10/2019","5203"
"231210","SANTANA DO CARIRI","CE","10/2019","2933"
"231220","SANTA QUITÉRIA","CE","10/2019","6450"
"231230","SÃO BENEDITO","CE","10/2019","5934"
"231240","SÃO GONÇALO DO AMARANTE","CE","10/2019","6069"
"231250","SÃO JOÃO DO JAGUARIBE","CE","10/2019","810"
"231260","SÃO LUÍS DO CURU","CE","10/2019","1873"
"231270","SENADOR POMPEU","CE","10/2019","3764"
"231280","SENADOR SÁ","CE","10/2019","1133"
"231290","SOBRAL","CE","10/2019","15904"
"231300","SOLONÓPOLE","CE","10/2019","2077"
"231310","TABULEIRO DO NORTE","CE","10/2019","3791"
"231320","TAMBORIL","CE","10/2019","4434"
"231325","TARRAFAS","CE","10/2019","1219"
"231330","TAUÁ","CE","10/2019","4928"
"231335","TEJUÇUOCA","CE","10/2019","4012"
"231340","TIANGUÁ","CE","10/2019","10949"
"231350","TRAIRI","CE","10/2019","12130"
"231355","TURURU","CE","10/2019","2948"
"231360","UBAJARA","CE","10/2019","4640"
"231370","UMARI","CE","10/2019","1264"
"231375","UMIRIM","CE","10/2019","3195"
"231380","URUBURETAMA","CE","10/2019","4358"
"231390","URUOCA","CE","10/2019","2181"
"231395","VARJOTA","CE","10/2019","2026"
"231400","VÁRZEA ALEGRE","CE","10/2019","6007"
"231410","VIÇOSA DO CEARÁ","CE","10/2019","10266"
"530010","BRASÍLIA","DF","10/2019","70057"
"320010","AFONSO CLÁUDIO","ES","10/2019","2390"
"320013","ÁGUIA BRANCA","ES","10/2019","602"
"320016","ÁGUA DOCE DO NORTE","ES","10/2019","1727"
"320020","ALEGRE","ES","10/2019","1261"
"320030","ALFREDO CHAVES","ES","10/2019","491"
"320035","ALTO RIO NOVO","ES","10/2019","827"
"320040","ANCHIETA","ES","10/2019","1616"
"320050","APIACÁ","ES","10/2019","881"
"320060","ARACRUZ","ES","10/2019","3803"
"320070","ATÍLIO VIVACQUA","ES","10/2019","405"
"320080","BAIXO GUANDU","ES","10/2019","1909"
"320090","BARRA DE SÃO FRANCISCO","ES","10/2019","2612"
"320100","BOA ESPERANÇA","ES","10/2019","1196"
"320110","BOM JESUS DO NORTE","ES","10/2019","543"
"320115","BREJETUBA","ES","10/2019","925"
"320120","CACHOEIRO DE ITAPEMIRIM","ES","10/2019","5787"
"320130","CARIACICA","ES","10/2019","18520"
"320140","CASTELO","ES","10/2019","1026"
"320150","COLATINA","ES","10/2019","2974"
"320160","CONCEIÇÃO DA BARRA","ES","10/2019","2040"
"320170","CONCEIÇÃO DO CASTELO","ES","10/2019","579"
"320180","DIVINO DE SÃO LOURENÇO","ES","10/2019","313"
"320190","DOMINGOS MARTINS","ES","10/2019","908"
"320200","DORES DO RIO PRETO","ES","10/2019","422"
"320210","ECOPORANGA","ES","10/2019","1913"
"320220","FUNDÃO","ES","10/2019","917"
"320225","GOVERNADOR LINDENBERG","ES","10/2019","440"
"320230","GUAÇUÍ","ES","10/2019","1899"
"320240","GUARAPARI","ES","10/2019","4851"
"320245","IBATIBA","ES","10/2019","1284"
"320250","IBIRAÇU","ES","10/2019","476"
"320255","IBITIRAMA","ES","10/2019","972"
"320260","ICONHA","ES","10/2019","337"
"320265","IRUPI","ES","10/2019","1212"
"320270","ITAGUAÇU","ES","10/2019","982"
"320280","ITAPEMIRIM","ES","10/2019","2176"
"320290","ITARANA","ES","10/2019","372"
"320300","IÚNA","ES","10/2019","1340"
"320305","JAGUARÉ","ES","10/2019","2239"
"320310","JERÔNIMO MONTEIRO","ES","10/2019","695"
"320313","JOÃO NEIVA","ES","10/2019","514"
"320316","LARANJA DA TERRA","ES","10/2019","762"
"320320","LINHARES","ES","10/2019","6986"
"320330","MANTENÓPOLIS","ES","10/2019","1259"
"320332","MARATAÍZES","ES","10/2019","2519"
"320334","MARECHAL FLORIANO","ES","10/2019","454"
"320335","MARILÂNDIA","ES","10/2019","338"
"320340","MIMOSO DO SUL","ES","10/2019","2192"
"320350","MONTANHA","ES","10/2019","1937"
"320360","MUCURICI","ES","10/2019","585"
"320370","MUNIZ FREIRE","ES","10/2019","1014"
"320380","MUQUI","ES","10/2019","1227"
"320390","NOVA VENÉCIA","ES","10/2019","2674"
"320400","PANCAS","ES","10/2019","1365"
"320405","PEDRO CANÁRIO","ES","10/2019","1728"
"320410","PINHEIROS","ES","10/2019","1976"
"320420","PIÚMA","ES","10/2019","888"
"320425","PONTO BELO","ES","10/2019","1005"
"320430","PRESIDENTE KENNEDY","ES","10/2019","1357"
"320435","RIO BANANAL","ES","10/2019","971"
"320440","RIO NOVO DO SUL","ES","10/2019","493"
"320450","SANTA LEOPOLDINA","ES","10/2019","698"
"320455","SANTA MARIA DE JETIBÁ","ES","10/2019","1273"
"320460","SANTA TERESA","ES","10/2019","602"
"320465","SÃO DOMINGOS DO NORTE","ES","10/2019","508"
"320470","SÃO GABRIEL DA PALHA","ES","10/2019","1035"
"320480","SÃO JOSÉ DO CALÇADO","ES","10/2019","780"
"320490","SÃO MATEUS","ES","10/2019","6533"
"320495","SÃO ROQUE DO CANAÃ","ES","10/2019","448"
"320500","SERRA","ES","10/2019","20942"
"320501","SOORETAMA","ES","10/2019","1411"
"320503","VARGEM ALTA","ES","10/2019","746"
"320506","VENDA NOVA DO IMIGRANTE","ES","10/2019","580"
"320510","VIANA","ES","10/2019","4375"
"320515","VILA PAVÃO","ES","10/2019","603"
"320517","VILA VALÉRIO","ES","10/2019","850"
"320520","VILA VELHA","ES","10/2019","10642"
"320530","VITÓRIA","ES","10/2019","13056"
"520005","ABADIA DE GOIÁS","GO","10/2019","992"
"520010","ABADIÂNIA","GO","10/2019","662"
"520013","ACREÚNA","GO","10/2019","722"
"520015","ADELÂNDIA","GO","10/2019","155"
"520017","ÁGUA FRIA DE GOIÁS","GO","10/2019","471"
"520020","ÁGUA LIMPA","GO","10/2019","179"
"520025","ÁGUAS LINDAS DE GOIÁS","GO","10/2019","19074"
"520030","ALEXÂNIA","GO","10/2019","2501"
"520050","ALOÂNDIA","GO","10/2019","141"
"520055","ALTO HORIZONTE","GO","10/2019","486"
"520060","ALTO PARAÍSO DE GOIÁS","GO","10/2019","414"
"520080","ALVORADA DO NORTE","GO","10/2019","733"
"520082","AMARALINA","GO","10/2019","415"
"520085","AMERICANO DO BRASIL","GO","10/2019","335"
"520090","AMORINÓPOLIS","GO","10/2019","372"
"520110","ANÁPOLIS","GO","10/2019","8182"
"520120","ANHANGUERA","GO","10/2019","38"
"520130","ANICUNS","GO","10/2019","1434"
"520140","APARECIDA DE GOIÂNIA","GO","10/2019","10084"
"520145","APARECIDA DO RIO DOCE","GO","10/2019","181"
"520150","APORÉ","GO","10/2019","198"
"520160","ARAÇU","GO","10/2019","252"
"520170","ARAGARÇAS","GO","10/2019","2158"
"520180","ARAGOIÂNIA","GO","10/2019","970"
"520215","ARAGUAPAZ","GO","10/2019","688"
"520235","ARENÓPOLIS","GO","10/2019","143"
"520250","ARUANÃ","GO","10/2019","361"
"520260","AURILÂNDIA","GO","10/2019","237"
"520280","AVELINÓPOLIS","GO","10/2019","262"
"520310","BALIZA","GO","10/2019","309"
"520320","BARRO ALTO","GO","10/2019","655"
"520330","BELA VISTA DE GOIÁS","GO","10/2019","1381"
"520340","BOM JARDIM DE GOIÁS","GO","10/2019","899"
"520350","BOM JESUS DE GOIÁS","GO","10/2019","1041"
"520355","BONFINÓPOLIS","GO","10/2019","602"
"520357","BONÓPOLIS","GO","10/2019","369"
"520360","BRAZABRANTES","GO","10/2019","237"
"520380","BRITÂNIA","GO","10/2019","378"
"520390","BURITI ALEGRE","GO","10/2019","257"
"520393","BURITI DE GOIÁS","GO","10/2019","158"
"520396","BURITINÓPOLIS","GO","10/2019","416"
"520400","CABECEIRAS","GO","10/2019","751"
"520410","CACHOEIRA ALTA","GO","10/2019","540"
"520420","CACHOEIRA DE GOIÁS","GO","10/2019","195"
"520425","CACHOEIRA DOURADA","GO","10/2019","409"
"520430","CAÇU","GO","10/2019","247"
"520440","CAIAPÔNIA","GO","10/2019","730"
"520450","CALDAS NOVAS","GO","10/2019","2547"
"520455","CALDAZINHA","GO","10/2019","208"
"520460","CAMPESTRE DE GOIÁS","GO","10/2019","484"
"520465","CAMPINAÇU","GO","10/2019","388"
"520470","CAMPINORTE","GO","10/2019","892"
"520480","CAMPO ALEGRE DE GOIÁS","GO","10/2019","261"
"520485","CAMPO LIMPO DE GOIÁS","GO","10/2019","870"
"520490","CAMPOS BELOS","GO","10/2019","1724"
"520495","CAMPOS VERDES","GO","10/2019","856"
"520500","CARMO DO RIO VERDE","GO","10/2019","435"
"520505","CASTELÂNDIA","GO","10/2019","282"
"520510","CATALÃO","GO","10/2019","1826"
"520520","CATURAÍ","GO","10/2019","405"
"520530","CAVALCANTE","GO","10/2019","716"
"520540","CERES","GO","10/2019","567"
"520545","CEZARINA","GO","10/2019","294"
"520547","CHAPADÃO DO CÉU","GO","10/2019","325"
"520549","CIDADE OCIDENTAL","GO","10/2019","6417"
"520551","COCALZINHO DE GOIÁS","GO","10/2019","2520"
"520552","COLINAS DO SUL","GO","10/2019","405"
"520570","CÓRREGO DO OURO","GO","10/2019","155"
"520580","CORUMBÁ DE GOIÁS","GO","10/2019","1055"
"520590","CORUMBAÍBA","GO","10/2019","279"
"520620","CRISTALINA","GO","10/2019","3456"
"520630","CRISTIANÓPOLIS","GO","10/2019","165"
"520640","CRIXÁS","GO","10/2019","841"
"520650","CROMÍNIA","GO","10/2019","320"
"520660","CUMARI","GO","10/2019","80"
"520670","DAMIANÓPOLIS","GO","10/2019","510"
"520680","DAMOLÂNDIA","GO","10/2019","253"
"520690","DAVINÓPOLIS","GO","10/2019","98"
"520710","DIORAMA","GO","10/2019","166"
"520725","DOVERLÂNDIA","GO","10/2019","648"
"520735","EDEALINA","GO","10/2019","208"
"520740","EDÉIA","GO","10/2019","879"
"520750","ESTRELA DO NORTE","GO","10/2019","220"
"520753","FAINA","GO","10/2019","554"
"520760","FAZENDA NOVA","GO","10/2019","669"
"520780","FIRMINÓPOLIS","GO","10/2019","572"
"520790","FLORES DE GOIÁS","GO","10/2019","1329"
"520800","FORMOSA","GO","10/2019","7220"
"520810","FORMOSO","GO","10/2019","573"
"520815","GAMELEIRA DE GOIÁS","GO","10/2019","146"
"520830","DIVINÓPOLIS DE GOIÁS","GO","10/2019","931"
"520840","GOIANÁPOLIS","GO","10/2019","1043"
"520850","GOIANDIRA","GO","10/2019","204"
"520860","GOIANÉSIA","GO","10/2019","2119"
"520870","GOIÂNIA","GO","10/2019","25947"
"520880","GOIANIRA","GO","10/2019","2163"
"520890","GOIÁS","GO","10/2019","1239"
"520910","GOIATUBA","GO","10/2019","1091"
"520915","GOUVELÂNDIA","GO","10/2019","159"
"520920","GUAPÓ","GO","10/2019","1603"
"520929","GUARAÍTA","GO","10/2019","235"
"520940","GUARANI DE GOIÁS","GO","10/2019","541"
"520945","GUARINOS","GO","10/2019","260"
"520960","HEITORAÍ","GO","10/2019","475"
"520970","HIDROLÂNDIA","GO","10/2019","856"
"520980","HIDROLINA","GO","10/2019","260"
"520990","IACIARA","GO","10/2019","1636"
"520993","INACIOLÂNDIA","GO","10/2019","428"
"520995","INDIARA","GO","10/2019","788"
"521000","INHUMAS","GO","10/2019","2032"
"521010","IPAMERI","GO","10/2019","1565"
"521015","IPIRANGA DE GOIÁS","GO","10/2019","306"
"521020","IPORÁ","GO","10/2019","525"
"521030","ISRAELÂNDIA","GO","10/2019","127"
"521040","ITABERAÍ","GO","10/2019","2784"
"521056","ITAGUARI","GO","10/2019","306"
"521060","ITAGUARU","GO","10/2019","375"
"521080","ITAJÁ","GO","10/2019","237"
"521090","ITAPACI","GO","10/2019","771"
